product_id,product_name,category,brand,price,cost_price,launch_date
435,Sofa,Home,Puma,1656.34,1225.74,2024-03-31
436,Hoodie,Fashion,Puma,1664.19,874.47,2024-05-05
437,Mobile,Electronics,Loreal,1703.38,1329.1,2025-03-31
438,Lipstick,Beauty,Nike,69.17,38.9,2024-01-16
439,Body Lotion,Beauty,Nestle,669.41,493.15,2023-08-11
440,Dining Table,Home,LG,965.43,759.01,2024-08-04
441,Dining Table,Home,Samsung,591.7,349.67,2024-11-08
442,Face Wash,Beauty,LG,1403.31,835.72,2023-06-16
443,Face Wash,Beauty,Dell,523.5,309.49,2025-07-06
444,Rice,Grocery,Dell,853.88,559.3,2024-03-12
445,Coffee,Grocery,Puma,835.43,534.62,2025-06-22
446,Hoodie,Fashion,Nike,1305.77,970.21,2025-04-21
447,Mobile,Electronics,Dell,1043.14,652.35,2024-07-18
448,Laptop,Electronics,Samsung,933.85,742.92,2024-05-22
449,Smart Watch,Electronics,LG,570.66,381.66,2024-07-01
450,Hoodie,Fashion,Apple,797.36,548.48,2023-12-13
451,Milk,Grocery,Nestle,1017.09,690.9,2025-05-04
452,Shoes,Fashion,Sony,740.92,374.37,2026-02-17
453,Smart Watch,Electronics,Puma,423.25,280.22,2025-02-18
454,Snacks,Grocery,Samsung,428.09,339.11,2025-04-28
455,Mobile,Electronics,Nestle,969.24,565.07,2024-02-20
456,Lipstick,Beauty,Lenovo,1239.94,721.88,2023-09-17
457,Bread,Grocery,Puma,159.03,125.7,2024-11-08
458,T-Shirt,Fashion,Loreal,329.7,256.56,2024-11-25
459,Dining Table,Home,LG,531.5,308.76,2026-03-15
460,Jeans,Fashion,Dell,952.1,649.91,2025-06-07
461,Dining Table,Home,Loreal,1992.71,1279.64,2024-01-10
462,Coffee,Grocery,Adidas,901.9,454.8,2024-06-15
463,Body Lotion,Beauty,Adidas,45.13,29.13,2025-07-18
464,Face Wash,Beauty,Apple,840.74,547.52,2025-09-13
465,Mobile,Electronics,Nike,1563.52,861.79,2025-05-12
466,Milk,Grocery,Loreal,58.04,38.0,2024-06-08
467,Lamp,Home,Adidas,1511.93,1037.36,2023-11-21
468,Curtains,Home,LG,633.74,397.3,2025-03-26
469,Bread,Grocery,Dell,1048.71,588.09,2024-09-07
470,T-Shirt,Fashion,Apple,1346.77,878.0,2024-05-10
471,Laptop,Electronics,Sony,350.38,240.51,2024-04-15
472,Snacks,Grocery,Nestle,1556.61,922.23,2023-08-05
473,Lipstick,Beauty,Adidas,1798.32,1051.73,2024-08-15
474,Jacket,Fashion,Samsung,531.24,302.3,2026-03-19
475,Chair,Home,Nike,1668.32,1333.6,2024-05-31
476,Face Wash,Beauty,Nestle,1946.43,1485.06,2024-08-23
477,Smart Watch,Electronics,Apple,1978.28,1218.74,2024-10-06
478,Mobile,Electronics,Puma,1499.19,927.31,2025-09-08
479,Smart Watch,Electronics,Puma,463.45,259.73,2024-06-27
480,Milk,Grocery,Puma,955.54,603.94,2024-05-16
481,Laptop,Electronics,Puma,1457.08,1128.2,2025-04-28
482,Jeans,Fashion,Nestle,1699.97,949.79,2026-04-11
483,Perfume,Beauty,Dell,718.23,398.15,2024-03-14
484,Perfume,Beauty,Sony,1749.1,1006.55,2024-11-09
485,Chair,Home,Sony,1340.7,1068.14,2025-08-17
486,Lamp,Home,Apple,1989.83,1468.9,2025-10-23
487,Laptop,Electronics,Nestle,1812.54,1196.71,2025-06-18
488,Jacket,Fashion,Lenovo,1477.27,991.6,2026-02-20
489,Smart Watch,Electronics,Apple,79.33,63.23,2024-03-16
490,Lipstick,Beauty,Samsung,1655.39,873.97,2026-02-26
491,Mobile,Electronics,Sony,1040.67,791.15,2023-08-16
492,Laptop,Electronics,Samsung,1980.35,1304.08,2024-12-01
493,Rice,Grocery,Puma,312.58,210.1,2024-01-18
494,Perfume,Beauty,Dell,1072.08,751.93,2023-09-13
495,Chair,Home,Dell,1288.72,945.38,2025-01-09
496,Headphones,Electronics,Dell,227.25,175.78,2025-01-28
497,Rice,Grocery,LG,1093.78,873.73,2023-12-16
498,Lipstick,Beauty,Puma,1915.03,1163.11,2025-02-02
499,Jacket,Fashion,LG,1725.31,920.36,2023-11-12
500,Lipstick,Beauty,Nestle,1474.46,814.5,2025-07-02
501,Dining Table,Home,Apple,438.07,316.79,2025-02-05
502,Coffee,Grocery,Loreal,297.53,202.73,2023-10-17
503,Chair,Home,Apple,1584.2,1044.13,2023-11-21
504,Hoodie,Fashion,LG,271.69,175.72,2024-12-15
505,T-Shirt,Fashion,Nestle,1696.05,1019.09,2024-11-21
506,Lipstick,Beauty,Nestle,1881.44,1415.05,2025-01-06
507,Hoodie,Fashion,Lenovo,251.81,169.73,2024-09-12
508,T-Shirt,Fashion,Puma,1225.03,640.85,2025-04-16
509,Snacks,Grocery,Samsung,1829.72,1344.15,2024-08-30
510,Jacket,Fashion,Sony,177.53,121.37,2024-04-13
511,Mobile,Electronics,Apple,670.71,502.49,2024-03-30
512,Smart Watch,Electronics,Adidas,1009.27,622.57,2024-05-07
513,Tablet,Electronics,Puma,1426.11,942.26,2023-07-08
514,Face Wash,Beauty,Samsung,1568.87,996.16,2025-08-26
515,Coffee,Grocery,Lenovo,1818.69,1305.73,2025-10-05
516,Lipstick,Beauty,Puma,1523.44,1057.54,2024-06-03
517,T-Shirt,Fashion,Puma,964.84,641.77,2023-10-03
518,Jacket,Fashion,Apple,1348.87,1048.62,2024-10-30
519,Sofa,Home,Samsung,1856.1,1445.44,2025-08-27
520,Lipstick,Beauty,Lenovo,1449.82,776.33,2025-10-05
521,Sofa,Home,Samsung,1642.54,1307.73,2026-03-29
522,Dining Table,Home,Lenovo,1242.93,960.44,2025-12-08
523,Milk,Grocery,Sony,288.02,163.67,2024-01-16
524,Jacket,Fashion,Puma,639.67,365.92,2025-10-09
525,T-Shirt,Fashion,Samsung,479.5,285.15,2026-04-16
526,T-Shirt,Fashion,Dell,1552.26,788.57,2023-08-23
527,Coffee,Grocery,Nike,1218.53,668.38,2024-04-18
528,T-Shirt,Fashion,Dell,146.47,113.58,2023-06-21
529,Lipstick,Beauty,Adidas,125.74,77.7,2023-08-04
530,T-Shirt,Fashion,LG,1811.0,1293.01,2023-09-30
531,Rice,Grocery,Adidas,978.55,714.85,2024-02-28
532,Lamp,Home,Samsung,595.61,391.08,2023-06-11
533,Jeans,Fashion,Loreal,1571.25,1114.16,2024-07-26
534,Milk,Grocery,Nike,212.49,164.27,2025-06-08
535,Curtains,Home,Nestle,676.4,531.46,2023-07-23
536,Mobile,Electronics,LG,156.53,84.22,2024-02-02
537,Smart Watch,Electronics,Puma,784.79,590.35,2024-09-02
538,Coffee,Grocery,Adidas,1685.44,1328.71,2024-03-11
539,Headphones,Electronics,Lenovo,1373.8,737.61,2024-10-18
540,Lipstick,Beauty,Loreal,238.52,127.47,2026-01-13
541,Rice,Grocery,Puma,1160.54,602.96,2025-01-06
542,Jeans,Fashion,Dell,1767.67,937.55,2025-07-24
543,Lamp,Home,Nike,1389.27,989.99,2024-02-08
544,Body Lotion,Beauty,Puma,838.29,575.04,2023-07-02
545,Sofa,Home,Adidas,1300.22,713.64,2025-04-05
546,Jacket,Fashion,Nestle,174.12,104.16,2023-06-18
547,Mobile,Electronics,Apple,1998.15,1536.63,2024-09-12
548,Sofa,Home,Sony,828.82,570.74,2024-03-31
549,Jeans,Fashion,Dell,1076.27,680.63,2023-11-05
550,Laptop,Electronics,LG,221.48,167.1,2024-12-17
551,Headphones,Electronics,Apple,862.17,500.87,2025-08-29
552,Perfume,Beauty,Dell,1649.3,1039.84,2023-07-27
553,Perfume,Beauty,Dell,733.46,460.95,2023-08-10
554,Mobile,Electronics,Samsung,452.5,278.64,2026-05-25
555,Hoodie,Fashion,Nestle,381.78,265.66,2024-01-20
556,Mobile,Electronics,LG,660.41,422.77,2023-07-06
557,Shampoo,Beauty,Lenovo,1408.85,750.85,2024-05-09
558,Bread,Grocery,Samsung,1944.13,1429.59,2025-02-09
559,Coffee,Grocery,Nestle,1926.84,1145.83,2024-08-04
560,Chair,Home,Dell,1265.07,1010.1,2025-12-09
561,Dining Table,Home,Lenovo,1517.72,1149.26,2023-06-20
562,Bread,Grocery,Adidas,1216.99,971.0,2025-05-01
563,Milk,Grocery,LG,760.91,441.99,2024-08-20
564,Milk,Grocery,Adidas,384.21,285.48,2024-07-04
565,Hoodie,Fashion,Adidas,623.87,366.33,2024-05-09
566,Rice,Grocery,Nestle,378.19,277.12,2026-04-29
567,Mobile,Electronics,Nike,1596.53,1235.12,2024-05-01
568,Snacks,Grocery,Sony,600.0,418.32,2023-10-04
569,Milk,Grocery,Puma,1552.6,1085.61,2026-05-05
570,Jeans,Fashion,LG,1776.05,944.97,2023-07-10
571,Body Lotion,Beauty,Sony,1911.7,1200.13,2025-09-18
572,Lipstick,Beauty,Loreal,1653.82,902.14,2025-03-17
573,Jeans,Fashion,Nestle,488.47,348.18,2026-01-04
574,Body Lotion,Beauty,LG,127.69,94.52,2023-06-26
575,Chair,Home,Sony,377.97,194.36,2026-01-27
576,Coffee,Grocery,Nike,1064.87,799.79,2025-10-07
577,Hoodie,Fashion,Samsung,1534.68,893.18,2023-11-13
578,Sofa,Home,Apple,1694.17,962.84,2023-09-09
579,Lipstick,Beauty,Nike,1520.75,979.07,2025-02-25
580,Sofa,Home,Loreal,217.07,114.6,2023-07-31
581,Curtains,Home,Adidas,1928.98,1533.57,2024-05-21
582,Shampoo,Beauty,Nestle,93.62,54.83,2026-05-03
583,Shoes,Fashion,Sony,808.38,570.54,2024-02-23
584,Laptop,Electronics,LG,1574.66,957.48,2023-10-27
585,Shoes,Fashion,Dell,682.47,387.04,2025-01-27
586,T-Shirt,Fashion,Loreal,1071.92,730.48,2024-01-21
587,Shampoo,Beauty,Dell,959.28,576.85,2024-04-01
588,Perfume,Beauty,Sony,314.4,230.94,2026-01-22
589,Perfume,Beauty,Loreal,1613.93,987.6,2025-10-20
590,Sofa,Home,Adidas,147.58,96.95,2023-09-06
591,Rice,Grocery,Lenovo,1776.96,1280.51,2025-10-14
592,Curtains,Home,Nike,723.34,484.19,2024-02-18
593,Smart Watch,Electronics,Adidas,1442.7,1117.2,2025-09-20
594,Shampoo,Beauty,Nestle,1049.48,528.67,2023-11-07
595,Shoes,Fashion,LG,166.43,91.92,2025-01-11
596,Rice,Grocery,Sony,1744.38,1325.45,2023-10-07
597,Body Lotion,Beauty,Nestle,24.05,18.9,2024-02-15
598,Jacket,Fashion,Dell,787.83,440.33,2025-08-23
599,Chair,Home,Dell,56.73,37.01,2025-01-31
600,Shampoo,Beauty,Adidas,1285.24,907.38,2025-07-11
601,Shoes,Fashion,Sony,1493.07,789.38,2025-06-12
602,Shampoo,Beauty,Dell,137.04,78.16,2025-09-04
603,Headphones,Electronics,Loreal,456.58,359.8,2024-10-05
604,Snacks,Grocery,Nestle,1990.81,1555.71,2025-05-03
605,Snacks,Grocery,Adidas,1624.23,884.24,2026-03-05
606,Lamp,Home,Lenovo,640.35,502.38,2025-01-18
607,Sofa,Home,Nike,1751.73,1065.84,2025-09-25
608,Jeans,Fashion,Samsung,36.4,26.05,2023-11-21
609,T-Shirt,Fashion,Nestle,488.56,303.05,2023-06-15
610,Milk,Grocery,Sony,145.94,88.75,2025-11-12
611,Shampoo,Beauty,LG,1015.99,574.15,2024-01-19
612,Shampoo,Beauty,Nike,408.96,268.73,2023-08-04
613,Jeans,Fashion,LG,1926.92,1096.17,2024-08-29
614,Coffee,Grocery,Lenovo,1722.88,1298.38,2025-04-17
615,Laptop,Electronics,Lenovo,1231.11,728.47,2023-09-25
616,Milk,Grocery,Samsung,1045.35,754.79,2024-12-29
617,Tablet,Electronics,Sony,150.43,106.16,2025-12-02
618,Dining Table,Home,Samsung,1667.34,1194.01,2023-10-10
619,Milk,Grocery,Samsung,451.88,264.82,2024-01-05
620,Sofa,Home,Lenovo,41.4,31.72,2024-02-18
621,Tablet,Electronics,Samsung,1978.67,1553.24,2024-08-11
622,Dining Table,Home,Sony,1574.52,1162.73,2023-09-01
623,Shoes,Fashion,Apple,997.04,550.22,2025-06-23
624,Milk,Grocery,Adidas,1686.37,1104.3,2024-06-12
625,Headphones,Electronics,LG,1113.69,827.44,2024-04-15
626,Laptop,Electronics,Samsung,1057.74,637.51,2025-08-15
627,Bread,Grocery,Lenovo,579.91,435.02,2023-12-03
628,Lamp,Home,Lenovo,934.42,633.78,2026-03-12
629,T-Shirt,Fashion,Apple,1241.94,744.9,2025-03-15
630,Face Wash,Beauty,LG,575.77,415.99,2023-10-11
631,Shampoo,Beauty,LG,221.71,173.33,2024-10-03
632,Lipstick,Beauty,Apple,1298.17,1009.53,2025-07-07
633,Tablet,Electronics,Nestle,845.03,577.0,2025-01-09
634,Snacks,Grocery,Dell,1614.69,1156.37,2026-03-13
635,Laptop,Electronics,Nike,1709.91,1012.97,2024-02-08
636,Tablet,Electronics,Apple,354.89,260.77,2026-04-09
637,Jeans,Fashion,Samsung,261.64,203.64,2023-09-24
638,Rice,Grocery,Nestle,766.06,475.45,2026-02-14
639,Headphones,Electronics,Adidas,80.02,55.77,2024-06-04
640,Jeans,Fashion,Lenovo,493.74,269.18,2024-05-20
641,Curtains,Home,Nike,710.23,443.97,2026-01-23
642,Jacket,Fashion,Puma,1772.73,1021.33,2024-01-29
643,Laptop,Electronics,Samsung,1164.6,821.76,2023-11-04
644,Dining Table,Home,Sony,1385.41,844.25,2026-03-25
645,Shampoo,Beauty,Sony,467.61,265.08,2024-03-30
646,Laptop,Electronics,Loreal,900.53,481.04,2025-02-17
647,Coffee,Grocery,Lenovo,1458.42,1109.12,2025-08-21
648,Snacks,Grocery,Apple,1952.93,1250.64,2024-10-09
649,Sofa,Home,Puma,424.4,228.63,2024-08-27
650,Face Wash,Beauty,Lenovo,1130.55,869.23,2025-07-23
651,Perfume,Beauty,Nestle,284.84,157.09,2025-05-04
652,Rice,Grocery,LG,1702.51,1159.5,2025-03-22
653,Lamp,Home,LG,917.85,477.82,2026-04-19
654,Chair,Home,LG,673.54,505.2,2023-06-07
655,Sofa,Home,Loreal,1965.98,1158.1,2026-03-24
656,Mobile,Electronics,Apple,1073.72,757.03,2024-04-01
657,Tablet,Electronics,LG,1729.94,1201.86,2025-09-02
658,Headphones,Electronics,Nike,134.67,77.67,2023-06-26
659,Rice,Grocery,Nike,1581.51,871.39,2024-08-06
660,Laptop,Electronics,LG,257.59,194.77,2025-06-17
661,Perfume,Beauty,Adidas,1704.23,961.23,2026-05-19
662,Shampoo,Beauty,Samsung,1995.83,1362.9,2026-05-23
663,Chair,Home,Sony,1117.8,858.79,2023-10-27
664,Sofa,Home,Puma,57.61,36.55,2025-11-03
665,Laptop,Electronics,Dell,551.53,426.82,2023-12-08
666,Chair,Home,Samsung,26.84,18.95,2024-06-14
667,Bread,Grocery,Lenovo,956.85,691.81,2024-05-02
668,Jeans,Fashion,Lenovo,1687.02,1101.1,2024-10-15
669,Sofa,Home,Puma,818.01,461.96,2025-03-16
670,Shoes,Fashion,Loreal,799.37,624.27,2023-07-05
671,Coffee,Grocery,Nestle,19.21,13.36,2025-04-20
672,Jeans,Fashion,Loreal,1144.89,587.03,2024-08-15
673,Face Wash,Beauty,Dell,1147.84,657.58,2025-03-03
674,Snacks,Grocery,Nike,1052.83,835.45,2025-04-04
675,Chair,Home,Nike,1225.6,652.39,2024-12-15
676,Sofa,Home,LG,1616.1,1116.06,2024-10-06
677,Lipstick,Beauty,Sony,1833.05,1109.54,2023-12-14
678,Bread,Grocery,Nestle,1088.16,855.53,2023-06-02
679,Body Lotion,Beauty,Lenovo,1057.46,668.72,2025-04-06
680,Lipstick,Beauty,Puma,1135.87,845.05,2025-07-25
681,Curtains,Home,Apple,825.11,595.13,2024-02-23
682,Shoes,Fashion,Samsung,1720.99,1052.2,2024-03-31
683,Curtains,Home,Lenovo,1587.27,1038.55,2025-06-14
684,Lamp,Home,Adidas,760.04,458.77,2023-06-09
685,T-Shirt,Fashion,LG,622.66,436.1,2023-12-01
686,Jacket,Fashion,Samsung,345.08,238.77,2025-12-11
687,Lamp,Home,Adidas,1948.59,1221.42,2024-11-23
688,Smart Watch,Electronics,Nestle,841.1,444.23,2026-05-11
689,Snacks,Grocery,Nike,1256.21,889.9,2024-12-15
690,Lipstick,Beauty,Nike,59.8,35.83,2025-01-13
691,Face Wash,Beauty,Lenovo,1502.09,779.98,2024-06-28
692,Headphones,Electronics,Loreal,954.59,510.4,2025-10-21
693,Dining Table,Home,Nike,1151.65,904.97,2024-03-14
694,Body Lotion,Beauty,Nestle,1718.46,1225.68,2024-12-08
695,Bread,Grocery,Loreal,486.69,272.73,2024-03-03
696,Face Wash,Beauty,LG,1098.41,872.65,2023-07-06
697,Hoodie,Fashion,Adidas,966.12,713.89,2025-08-10
698,T-Shirt,Fashion,LG,544.86,388.53,2023-07-29
699,Jacket,Fashion,Nestle,1968.52,1405.89,2025-06-01
700,Bread,Grocery,Nestle,45.88,26.99,2023-09-14
701,Jeans,Fashion,Nike,1437.92,818.61,2026-05-06
702,Hoodie,Fashion,Sony,1203.05,851.37,2026-05-02
703,Mobile,Electronics,Loreal,705.15,545.81,2023-09-01
704,Milk,Grocery,Nestle,1730.49,910.41,2024-09-21
705,Bread,Grocery,Lenovo,1077.42,722.47,2024-10-19
706,Headphones,Electronics,Nestle,1608.51,982.16,2024-06-30
707,Curtains,Home,Lenovo,504.57,399.35,2024-04-14
708,Dining Table,Home,Lenovo,25.27,14.68,2026-04-10
709,Body Lotion,Beauty,Apple,1027.56,631.74,2024-09-24
710,Face Wash,Beauty,Loreal,61.32,44.58,2023-08-06
711,Tablet,Electronics,Puma,476.15,306.09,2023-06-15
712,Face Wash,Beauty,Puma,56.33,35.79,2025-02-16
713,Face Wash,Beauty,Puma,1785.36,975.87,2025-12-26
714,Sofa,Home,Dell,1832.64,1172.92,2023-07-07
715,Smart Watch,Electronics,Samsung,408.89,292.23,2023-07-23
716,Rice,Grocery,Nike,1955.6,1158.71,2026-05-09
717,Coffee,Grocery,Apple,1397.34,879.97,2024-06-06
718,Shoes,Fashion,Samsung,1664.28,966.73,2023-08-06
719,Jacket,Fashion,Apple,251.55,155.33,2025-02-21
720,Shampoo,Beauty,Sony,763.33,469.74,2023-09-27
721,Smart Watch,Electronics,LG,329.95,175.34,2023-11-02
722,Bread,Grocery,Samsung,1165.92,782.65,2024-12-23
723,Mobile,Electronics,Adidas,1562.09,1137.24,2023-06-11
724,Mobile,Electronics,Puma,483.93,306.82,2024-01-27
725,Shoes,Fashion,LG,693.19,453.0,2023-11-06
726,Snacks,Grocery,Sony,762.51,549.24,2024-11-15
727,Jacket,Fashion,Apple,1867.37,1061.17,2025-06-13
728,T-Shirt,Fashion,Nike,1248.54,872.93,2025-11-15
729,Lipstick,Beauty,Dell,71.65,55.2,2024-03-09
730,Headphones,Electronics,LG,795.48,598.86,2026-05-22
731,Coffee,Grocery,LG,161.32,90.13,2024-12-12
732,Body Lotion,Beauty,LG,341.27,214.16,2026-05-07
733,Shoes,Fashion,Nike,1258.35,922.41,2025-01-25
734,Jeans,Fashion,Puma,1328.37,998.89,2024-07-17
735,Chair,Home,Nike,895.28,609.55,2025-11-24
736,Hoodie,Fashion,Apple,806.47,518.0,2024-04-23
737,Chair,Home,Lenovo,196.92,127.05,2024-02-28
738,Jacket,Fashion,Lenovo,335.08,198.17,2025-02-14
739,Lamp,Home,Nike,1301.62,681.09,2025-07-11
740,Snacks,Grocery,Lenovo,379.65,226.66,2025-01-31
741,Lipstick,Beauty,Adidas,1292.17,895.1,2025-02-27
742,Snacks,Grocery,Lenovo,1372.47,707.44,2024-02-05
743,Hoodie,Fashion,Loreal,959.64,766.69,2026-04-22
744,Snacks,Grocery,Sony,1596.25,933.46,2024-05-02
745,Milk,Grocery,Nestle,1932.49,1049.83,2025-11-10
746,Headphones,Electronics,Loreal,333.1,265.41,2025-09-14
747,Chair,Home,Apple,367.54,235.49,2025-12-20
748,Tablet,Electronics,Apple,541.43,396.97,2024-06-24
749,Curtains,Home,LG,1776.97,1349.0,2025-10-23
750,Jeans,Fashion,Nestle,592.73,420.72,2024-12-25
751,Tablet,Electronics,Nike,103.81,64.81,2023-08-05
752,Shampoo,Beauty,Adidas,368.44,228.11,2025-12-20
753,Chair,Home,LG,1625.73,1139.98,2026-03-11
754,Milk,Grocery,Adidas,1092.12,692.53,2023-06-27
755,Coffee,Grocery,Sony,764.69,486.55,2024-06-03
756,Bread,Grocery,Sony,494.74,288.99,2025-01-31
757,Coffee,Grocery,Apple,444.96,324.63,2025-04-20
758,Shoes,Fashion,Nike,1994.52,1450.88,2025-08-27
759,Snacks,Grocery,Puma,1795.2,1366.81,2025-05-16
760,Headphones,Electronics,Apple,1493.6,847.64,2024-12-02
761,Rice,Grocery,Loreal,1048.63,804.15,2024-10-01
762,Hoodie,Fashion,LG,1820.61,1324.27,2025-03-30
763,Coffee,Grocery,Sony,1274.69,694.65,2024-10-17
764,Hoodie,Fashion,Adidas,1237.29,920.03,2024-05-09
765,Chair,Home,Nike,1163.1,695.53,2025-06-23
766,Rice,Grocery,Sony,452.6,300.82,2024-08-27
767,Curtains,Home,Loreal,1592.79,1237.81,2026-01-14
768,Perfume,Beauty,Loreal,764.43,439.88,2025-01-21
769,Snacks,Grocery,Lenovo,1928.87,1141.04,2023-09-18
770,Jeans,Fashion,Dell,227.61,127.43,2025-12-27
771,Dining Table,Home,LG,160.58,115.11,2025-09-15
772,Jacket,Fashion,LG,730.02,478.44,2023-12-01
773,Lamp,Home,Nestle,1175.75,727.43,2023-07-12
774,Lipstick,Beauty,Lenovo,1479.86,1075.2,2024-03-07
775,Bread,Grocery,Dell,482.4,279.76,2024-03-26
776,Curtains,Home,Lenovo,820.94,523.78,2024-07-08
777,Rice,Grocery,Apple,1674.0,1200.81,2024-11-19
778,Perfume,Beauty,Dell,855.8,599.57,2025-06-15
779,Dining Table,Home,Adidas,558.83,384.57,2023-12-23
780,Lamp,Home,Samsung,1196.43,888.92,2025-03-06
781,Smart Watch,Electronics,Nestle,1967.23,1553.27,2024-10-07
782,Laptop,Electronics,Sony,447.56,285.7,2025-08-18
783,Laptop,Electronics,Samsung,591.35,344.34,2025-02-22
784,Body Lotion,Beauty,Samsung,1650.22,1084.21,2023-09-12
785,Jeans,Fashion,LG,227.88,157.45,2025-02-08
786,Perfume,Beauty,Lenovo,1824.44,1233.81,2025-09-22
787,Body Lotion,Beauty,Sony,625.15,477.0,2024-12-05
788,Face Wash,Beauty,Apple,1622.92,1230.92,2025-05-10
789,Perfume,Beauty,Dell,1264.05,908.06,2024-06-19
790,Shampoo,Beauty,Dell,1657.66,1012.56,2025-01-31
791,Shampoo,Beauty,Nike,1620.46,1295.91,2026-03-15
792,Sofa,Home,Sony,563.83,367.72,2023-09-06
793,Shampoo,Beauty,Nike,1687.12,1172.1,2025-12-07
794,Curtains,Home,Lenovo,221.15,135.83,2025-06-12
795,Curtains,Home,Sony,1467.58,1075.3,2025-10-07
796,Curtains,Home,LG,1978.71,1492.34,2025-09-15
797,Face Wash,Beauty,Nestle,191.3,152.97,2025-02-27
798,Mobile,Electronics,Nestle,1545.23,798.27,2025-11-20
799,Face Wash,Beauty,LG,1918.24,1323.85,2023-10-17
800,Face Wash,Beauty,LG,1734.76,1126.06,2025-08-06
801,Jacket,Fashion,Lenovo,1341.02,1072.04,2023-08-23
802,Face Wash,Beauty,Dell,323.94,212.32,2025-07-23
803,Chair,Home,LG,83.19,64.5,2025-07-15
804,Dining Table,Home,Lenovo,1399.89,1071.13,2025-03-06
805,Lipstick,Beauty,Loreal,708.67,355.23,2024-11-20
806,Laptop,Electronics,Lenovo,991.72,747.93,2024-03-15
807,Dining Table,Home,Sony,353.46,202.36,2023-08-12
808,Hoodie,Fashion,Puma,1427.57,848.26,2025-09-16
809,Snacks,Grocery,Apple,1474.06,1154.43,2025-06-21
810,Body Lotion,Beauty,LG,970.69,633.04,2025-06-16
811,Tablet,Electronics,Adidas,722.72,437.48,2025-03-24
812,Milk,Grocery,Sony,260.64,179.86,2024-01-07
813,Sofa,Home,Loreal,413.55,260.18,2025-03-19
814,Coffee,Grocery,Nike,924.34,703.04,2025-11-27
815,Milk,Grocery,LG,383.98,217.97,2023-10-27
816,Jeans,Fashion,Lenovo,1650.74,1309.02,2025-08-29
817,Coffee,Grocery,Loreal,135.87,70.36,2026-02-28
818,Dining Table,Home,Puma,1188.0,914.36,2023-07-12
819,Headphones,Electronics,Adidas,700.12,448.57,2025-09-16
820,Lipstick,Beauty,Sony,1592.7,868.65,2023-07-26
821,Smart Watch,Electronics,Samsung,726.68,484.04,2025-01-11
822,Shoes,Fashion,Samsung,1374.74,942.3,2024-06-14
823,Milk,Grocery,Adidas,1077.64,729.31,2026-01-06
824,Shoes,Fashion,Nike,270.57,197.22,2025-12-04
825,Mobile,Electronics,Puma,870.74,555.48,2026-01-25
826,Tablet,Electronics,LG,1637.39,1230.29,2023-09-28
827,Laptop,Electronics,Nestle,1319.64,812.65,2024-10-13
828,Dining Table,Home,Sony,319.56,190.65,2025-10-09
829,Tablet,Electronics,Lenovo,1581.74,1086.44,2024-01-26
830,Shoes,Fashion,LG,1951.68,1141.08,2024-07-18
831,Rice,Grocery,Nestle,1871.36,965.74,2025-04-30
832,Rice,Grocery,Lenovo,377.54,202.62,2024-09-11
833,Laptop,Electronics,Sony,318.89,220.01,2024-05-05
834,Jacket,Fashion,Nike,1174.32,914.1,2025-01-09
835,T-Shirt,Fashion,Nestle,625.34,442.03,2025-08-30
836,Lipstick,Beauty,Samsung,1623.39,834.43,2023-10-24
837,Bread,Grocery,Nike,70.41,39.92,2024-02-01
838,Chair,Home,Nike,1988.73,1091.51,2025-06-11
839,Hoodie,Fashion,Adidas,164.35,124.28,2025-07-14
840,Body Lotion,Beauty,Loreal,1819.78,1141.09,2023-07-29
841,Headphones,Electronics,Sony,1782.44,1039.19,2024-01-03
842,Rice,Grocery,Sony,539.21,344.77,2024-06-26
843,Sofa,Home,Samsung,1171.75,741.65,2023-07-15
844,Face Wash,Beauty,Adidas,627.68,404.57,2023-05-29
845,Sofa,Home,LG,566.78,295.19,2024-10-07
846,Milk,Grocery,Apple,667.24,525.0,2023-09-10
847,Mobile,Electronics,Nike,809.63,612.84,2023-06-16
848,Sofa,Home,Nike,1936.93,1445.35,2025-12-24
849,Shampoo,Beauty,Loreal,1715.57,908.73,2025-07-12
850,Body Lotion,Beauty,Samsung,994.69,734.65,2025-06-25
851,Lipstick,Beauty,Apple,1824.01,1058.83,2025-01-29
852,Hoodie,Fashion,Samsung,230.65,139.67,2023-11-02
853,Rice,Grocery,Lenovo,815.11,450.74,2025-06-03
854,Dining Table,Home,Nike,1436.23,1088.91,2025-11-03
855,Bread,Grocery,Nestle,1739.67,943.77,2025-04-11
856,Body Lotion,Beauty,Nike,1570.0,1031.54,2025-10-22
857,Jacket,Fashion,Adidas,944.74,727.94,2025-04-24
858,Face Wash,Beauty,Sony,1693.05,1350.54,2024-07-27
859,Face Wash,Beauty,Samsung,1395.99,769.86,2025-10-19
860,Jeans,Fashion,Nike,1619.04,879.87,2025-08-10
861,Laptop,Electronics,Lenovo,436.89,314.74,2026-03-27
862,Snacks,Grocery,Apple,1328.07,855.64,2025-02-19
863,Lipstick,Beauty,Sony,507.25,400.23,2026-03-30
864,Lamp,Home,Dell,558.08,318.56,2025-04-17
865,Mobile,Electronics,Dell,1508.34,943.04,2025-03-03
866,Snacks,Grocery,Nestle,207.96,163.66,2025-02-27
867,Coffee,Grocery,Sony,1110.2,558.6,2024-10-15
868,Body Lotion,Beauty,Adidas,1882.03,1298.23,2024-08-25
869,Jacket,Fashion,Samsung,1393.74,941.94,2024-06-01
