profile_id,customer_id,income_level,loyalty_level,marital_status,age,occupation
551,551,High,Platinum,Married,64,Therapeutic radiographer
552,552,Low,Silver,Single,21,Police officer
553,553,High,Silver,Married,48,"Surveyor, mining"
554,554,High,Gold,Single,30,"Therapist, drama"
555,555,High,Gold,Single,67,"Librarian, public"
556,556,Medium,Bronze,Single,63,"Geologist, engineering"
557,557,High,Silver,Single,28,Interior and spatial designer
558,558,Low,Platinum,Single,48,Oncologist
559,559,Low,Silver,Single,27,Clinical cytogeneticist
560,560,Low,Platinum,Single,45,Financial adviser
561,561,Low,Bronze,Married,65,Writer
562,562,Medium,Bronze,Married,37,"Surveyor, mining"
563,563,Low,Bronze,Married,50,"Surveyor, rural practice"
564,564,High,Silver,Single,33,"Development worker, international aid"
565,565,Low,Gold,Married,69,"Designer, television/film set"
566,566,Low,Bronze,Single,40,Cabin crew
567,567,Medium,Platinum,Single,67,"Scientist, biomedical"
568,568,Low,Silver,Single,22,Lawyer
569,569,Medium,Gold,Single,40,Legal secretary
570,570,Low,Gold,Married,33,"Therapist, speech and language"
571,571,Low,Gold,Married,41,Market researcher
572,572,Medium,Platinum,Married,68,Learning mentor
573,573,Low,Silver,Married,44,Recycling officer
574,574,Low,Bronze,Single,51,Mental health nurse
575,575,Low,Silver,Single,63,Health promotion specialist
576,576,Low,Silver,Married,19,Geographical information systems officer
577,577,Low,Platinum,Single,36,"Exhibitions officer, museum/gallery"
578,578,Medium,Gold,Single,19,"Production assistant, television"
579,579,High,Gold,Married,53,Further education lecturer
580,580,Low,Bronze,Married,65,"Engineer, materials"
581,581,Low,Platinum,Married,35,Forensic psychologist
582,582,Low,Gold,Married,59,Environmental health practitioner
583,583,Low,Silver,Single,31,Bookseller
584,584,High,Silver,Married,47,Learning disability nurse
585,585,Medium,Bronze,Married,22,Art therapist
586,586,High,Silver,Single,66,"Lighting technician, broadcasting/film/video"
587,587,High,Bronze,Single,22,Tax adviser
588,588,High,Platinum,Married,22,"Production assistant, television"
589,589,Medium,Silver,Single,23,Production manager
590,590,Low,Gold,Single,48,Land/geomatics surveyor
591,591,Medium,Gold,Single,28,Podiatrist
592,592,High,Bronze,Married,31,Mining engineer
593,593,Low,Platinum,Married,68,Restaurant manager
594,594,High,Gold,Single,35,"Doctor, hospital"
595,595,Low,Silver,Married,43,Building control surveyor
596,596,Medium,Silver,Married,59,"Sales professional, IT"
597,597,High,Gold,Married,64,Diplomatic Services operational officer
598,598,Medium,Gold,Single,66,Immunologist
599,599,High,Bronze,Single,31,Psychiatrist
600,600,Medium,Silver,Single,62,"Surveyor, land/geomatics"
601,601,Low,Platinum,Single,28,Dietitian
602,602,Low,Gold,Single,59,"Surveyor, insurance"
603,603,Low,Platinum,Single,27,"Research officer, political party"
604,604,High,Platinum,Married,33,"Engineer, technical sales"
605,605,Low,Gold,Married,34,Clothing/textile technologist
606,606,High,Bronze,Single,60,"Teacher, special educational needs"
607,607,High,Silver,Single,30,Chartered public finance accountant
608,608,Low,Bronze,Married,37,Jewellery designer
609,609,High,Platinum,Married,24,Audiological scientist
610,610,Low,Bronze,Single,54,"Administrator, Civil Service"
611,611,Low,Platinum,Married,43,Medical sales representative
612,612,Medium,Bronze,Single,52,"Nurse, learning disability"
613,613,Low,Gold,Married,21,Landscape architect
614,614,Medium,Platinum,Single,35,Futures trader
615,615,Medium,Bronze,Married,55,"Engineer, control and instrumentation"
616,616,Medium,Silver,Married,22,Make
617,617,Medium,Platinum,Married,19,Theme park manager
618,618,Medium,Bronze,Married,55,Physiological scientist
619,619,Low,Gold,Single,69,Data scientist
620,620,Medium,Bronze,Married,39,"Development worker, international aid"
621,621,Medium,Silver,Married,40,"Teacher, music"
622,622,Low,Silver,Married,38,"Psychologist, counselling"
623,623,Medium,Silver,Married,50,Magazine journalist
624,624,Medium,Bronze,Single,26,Psychotherapist
625,625,Low,Gold,Married,35,Public relations officer
626,626,Low,Bronze,Married,51,"Scientist, physiological"
627,627,Low,Gold,Single,36,"Scientist, research (maths)"
628,628,High,Silver,Married,26,Lexicographer
629,629,High,Platinum,Single,40,Nature conservation officer
630,630,Low,Gold,Married,36,Commercial art gallery manager
631,631,High,Platinum,Single,35,Event organiser
632,632,High,Silver,Single,49,Chief Marketing Officer
633,633,High,Silver,Single,29,Occupational hygienist
634,634,Low,Gold,Married,42,Retail banker
635,635,Medium,Bronze,Single,41,Industrial buyer
636,636,Low,Silver,Married,23,"Production assistant, television"
637,637,Low,Silver,Married,41,IT trainer
638,638,High,Bronze,Married,61,Television/film/video producer
639,639,Medium,Platinum,Married,56,"Designer, graphic"
640,640,High,Bronze,Single,49,Haematologist
641,641,Medium,Silver,Single,50,Arts administrator
642,642,High,Platinum,Married,54,"Engineer, manufacturing"
643,643,Medium,Gold,Married,18,Museum/gallery curator
644,644,Low,Bronze,Single,19,"Engineer, drilling"
645,645,Medium,Bronze,Married,56,Advertising art director
646,646,High,Gold,Married,63,Firefighter
647,647,High,Bronze,Married,36,Social researcher
648,648,Medium,Bronze,Married,39,"Scientist, marine"
649,649,Medium,Bronze,Single,26,Armed forces technical officer
650,650,High,Gold,Single,58,Research scientist (medical)
651,651,Medium,Bronze,Married,53,"Teacher, primary school"
652,652,High,Bronze,Married,55,Regulatory affairs officer
653,653,High,Platinum,Single,50,Surgeon
654,654,High,Silver,Single,27,Teaching laboratory technician
655,655,Medium,Gold,Married,35,Community development worker
656,656,Medium,Silver,Married,30,Immunologist
657,657,Low,Platinum,Married,49,Probation officer
658,658,Medium,Bronze,Single,20,Video editor
659,659,Medium,Platinum,Single,61,Landscape architect
660,660,High,Silver,Married,34,"Copywriter, advertising"
661,661,High,Platinum,Married,70,Clothing/textile technologist
662,662,Low,Silver,Single,37,Ergonomist
663,663,High,Gold,Married,26,Forensic psychologist
664,664,Medium,Gold,Married,64,Banker
665,665,High,Silver,Single,49,"Engineer, manufacturing systems"
666,666,Medium,Platinum,Married,38,"Production designer, theatre/television/film"
667,667,Medium,Platinum,Single,23,Medical laboratory scientific officer
668,668,Low,Gold,Married,25,Advertising copywriter
669,669,Low,Silver,Single,69,Politician's assistant
670,670,Low,Bronze,Single,27,Animal nutritionist
671,671,Medium,Platinum,Married,27,"Horticulturist, commercial"
672,672,Medium,Gold,Married,30,Chief Strategy Officer
673,673,Low,Gold,Single,51,"Administrator, sports"
674,674,Low,Silver,Married,70,Primary school teacher
675,675,Low,Bronze,Single,53,Technical author
676,676,High,Gold,Married,21,"Surveyor, commercial/residential"
677,677,Low,Platinum,Single,46,Publishing copy
678,678,Low,Gold,Single,37,"Engineer, energy"
679,679,High,Silver,Married,21,Licensed conveyancer
680,680,High,Platinum,Single,24,Chief Strategy Officer
681,681,High,Silver,Single,43,Geographical information systems officer
682,682,Low,Gold,Married,39,Clinical biochemist
683,683,Low,Silver,Single,37,Geophysical data processor
684,684,High,Silver,Single,45,"Sales professional, IT"
685,685,Medium,Silver,Single,44,"Teacher, special educational needs"
686,686,Low,Platinum,Married,18,Commissioning editor
687,687,Low,Silver,Single,26,"Engineer, control and instrumentation"
688,688,High,Silver,Married,41,"Journalist, magazine"
689,689,Medium,Silver,Married,20,Environmental health practitioner
690,690,Low,Platinum,Married,26,"Engineer, water"
691,691,Medium,Silver,Married,37,"Research officer, political party"
692,692,High,Silver,Married,43,"Engineer, maintenance (IT)"
693,693,High,Silver,Single,51,Education administrator
694,694,High,Platinum,Married,25,Technical brewer
695,695,High,Silver,Married,53,"Administrator, sports"
696,696,High,Silver,Single,46,"Scientist, research (maths)"
697,697,High,Platinum,Married,29,Purchasing manager
698,698,Medium,Platinum,Married,65,Art therapist
699,699,Medium,Bronze,Single,65,Museum/gallery curator
700,700,High,Silver,Married,63,"Designer, ceramics/pottery"
701,701,Medium,Platinum,Married,68,Chief of Staff
702,702,Low,Bronze,Married,46,"Psychologist, educational"
703,703,Low,Platinum,Married,44,"Engineer, building services"
704,704,Low,Silver,Married,54,Teaching laboratory technician
705,705,Low,Platinum,Married,34,"Administrator, education"
706,706,Low,Bronze,Single,65,"Producer, television/film/video"
707,707,High,Silver,Single,18,Dancer
708,708,Low,Bronze,Single,43,"Conservation officer, nature"
709,709,Medium,Silver,Married,37,Communications engineer
710,710,Low,Silver,Married,56,Legal executive
711,711,Medium,Gold,Married,30,Actuary
712,712,Medium,Silver,Married,65,"Education officer, community"
713,713,Medium,Silver,Married,68,Occupational hygienist
714,714,Medium,Silver,Single,47,Public house manager
715,715,Medium,Silver,Married,29,Education administrator
716,716,Medium,Bronze,Married,25,Industrial buyer
717,717,Low,Gold,Married,47,Animal technologist
718,718,High,Gold,Single,26,"Restaurant manager, fast food"
719,719,Medium,Bronze,Single,34,Tax adviser
720,720,High,Platinum,Married,65,Environmental education officer
721,721,Medium,Bronze,Married,54,Trade union research officer
722,722,High,Bronze,Married,22,Energy engineer
723,723,Low,Gold,Single,22,Investment analyst
724,724,High,Platinum,Single,48,"Therapist, occupational"
725,725,Low,Gold,Married,34,Contractor
726,726,Low,Gold,Married,49,Astronomer
727,727,Low,Gold,Married,24,Clinical psychologist
728,728,Medium,Platinum,Single,45,Broadcast engineer
729,729,High,Platinum,Married,31,"Engineer, maintenance (IT)"
730,730,Medium,Platinum,Single,51,Cytogeneticist
731,731,Low,Platinum,Single,51,Health and safety adviser
732,732,Medium,Bronze,Single,28,Printmaker
733,733,Medium,Bronze,Married,36,Hydrologist
734,734,Low,Platinum,Single,49,Advertising art director
735,735,Low,Platinum,Single,31,Geoscientist
736,736,Low,Bronze,Single,26,"Chemist, analytical"
737,737,High,Silver,Married,66,"Surveyor, quantity"
738,738,Low,Bronze,Single,33,Field trials officer
739,739,Medium,Platinum,Single,59,Accommodation manager
740,740,Low,Platinum,Single,42,Geoscientist
741,741,High,Gold,Single,26,"Engineer, civil (contracting)"
742,742,High,Platinum,Single,51,"Scientist, marine"
743,743,Low,Gold,Single,34,"Radiographer, therapeutic"
744,744,High,Silver,Single,24,Neurosurgeon
745,745,Medium,Gold,Single,45,"Scientist, marine"
746,746,High,Platinum,Married,20,Optometrist
747,747,Medium,Gold,Married,66,Pension scheme manager
748,748,Low,Platinum,Married,26,Police officer
749,749,High,Silver,Married,24,Glass blower/designer
750,750,Medium,Platinum,Married,20,"Lecturer, higher education"
751,751,Low,Silver,Married,63,Dispensing optician
752,752,Low,Bronze,Married,50,Lobbyist
753,753,Low,Silver,Married,70,"Pharmacist, hospital"
754,754,High,Bronze,Married,22,Energy manager
755,755,High,Bronze,Married,38,Water engineer
756,756,High,Platinum,Single,47,Chartered management accountant
757,757,Medium,Silver,Married,19,Landscape architect
758,758,High,Gold,Married,66,Scientific laboratory technician
759,759,High,Platinum,Single,61,Health physicist
760,760,High,Bronze,Married,39,"Embryologist, clinical"
761,761,High,Platinum,Single,45,Television production assistant
762,762,High,Silver,Single,60,Financial manager
763,763,High,Platinum,Married,66,Archaeologist
764,764,Medium,Gold,Single,49,Water engineer
765,765,High,Gold,Single,21,Contractor
766,766,Low,Platinum,Single,47,Food technologist
767,767,Medium,Platinum,Married,39,Garment/textile technologist
768,768,Low,Platinum,Single,39,"Engineer, broadcasting (operations)"
769,769,Medium,Gold,Married,42,Ecologist
770,770,Medium,Platinum,Married,31,Diagnostic radiographer
771,771,High,Silver,Married,48,Medical illustrator
772,772,High,Bronze,Single,29,Clinical biochemist
773,773,Medium,Bronze,Single,39,Television floor manager
774,774,Medium,Silver,Married,34,Warden/ranger
775,775,Medium,Platinum,Single,70,"Exhibitions officer, museum/gallery"
776,776,Medium,Silver,Married,56,"Psychologist, counselling"
777,777,Medium,Silver,Married,18,Senior tax professional/tax inspector
778,778,Medium,Bronze,Married,46,Licensed conveyancer
779,779,Low,Bronze,Married,57,"Surveyor, commercial/residential"
780,780,Medium,Bronze,Married,20,Special effects artist
781,781,Medium,Bronze,Married,34,Pension scheme manager
782,782,Medium,Gold,Married,47,Control and instrumentation engineer
783,783,High,Silver,Married,60,"Therapist, nutritional"
784,784,Low,Bronze,Married,22,Early years teacher
785,785,High,Platinum,Single,20,Petroleum engineer
786,786,High,Platinum,Married,48,Equities trader
787,787,Low,Silver,Married,53,Chief Executive Officer
788,788,Low,Silver,Married,47,Photographer
789,789,Medium,Bronze,Married,62,Associate Professor
790,790,Medium,Silver,Single,67,"Surveyor, quantity"
791,791,High,Gold,Single,50,Conference centre manager
792,792,High,Platinum,Single,22,Software engineer
793,793,Medium,Bronze,Single,41,"Therapist, drama"
794,794,High,Bronze,Married,30,Land
795,795,Medium,Platinum,Married,19,Chiropractor
796,796,Medium,Bronze,Single,66,"Designer, textile"
797,797,Low,Silver,Single,57,"Therapist, occupational"
798,798,High,Bronze,Married,21,Nutritional therapist
799,799,Low,Bronze,Single,62,Building control surveyor
800,800,Medium,Bronze,Married,58,"Scientist, physiological"
801,801,High,Bronze,Married,27,Private music teacher
802,802,High,Gold,Single,28,Equality and diversity officer
803,803,High,Silver,Married,50,Professor Emeritus
804,804,High,Bronze,Married,36,Forensic scientist
805,805,Low,Platinum,Single,23,Sales executive
806,806,High,Bronze,Married,56,Printmaker
807,807,High,Silver,Married,57,Academic librarian
808,808,High,Platinum,Single,63,Advertising copywriter
809,809,Medium,Gold,Single,32,Systems analyst
810,810,Medium,Bronze,Married,41,"Buyer, retail"
811,811,Low,Silver,Married,43,Operational investment banker
812,812,Low,Gold,Single,63,Politician's assistant
813,813,Low,Platinum,Single,65,Podiatrist
814,814,Medium,Platinum,Married,65,Writer
815,815,Low,Bronze,Married,27,Environmental manager
816,816,Medium,Platinum,Married,60,Haematologist
817,817,High,Bronze,Single,33,Engineering geologist
818,818,Low,Platinum,Single,62,Music therapist
819,819,High,Silver,Married,28,Fine artist
820,820,High,Bronze,Single,32,Energy engineer
821,821,High,Gold,Married,36,Bookseller
822,822,Medium,Bronze,Married,27,"Surveyor, building"
823,823,High,Gold,Married,59,IT technical support officer
824,824,Medium,Gold,Single,69,Statistician
825,825,Low,Gold,Single,39,Conference centre manager
826,826,Medium,Gold,Married,52,Site engineer
827,827,Low,Platinum,Married,36,"Psychologist, sport and exercise"
828,828,High,Gold,Single,44,"Physicist, medical"
829,829,Medium,Silver,Single,45,Energy manager
830,830,High,Gold,Single,22,Mining engineer
831,831,Low,Silver,Married,32,Dentist
832,832,High,Gold,Married,49,Accounting technician
833,833,Medium,Platinum,Married,49,Automotive engineer
834,834,Medium,Gold,Single,53,Marketing executive
835,835,High,Silver,Single,55,"Nurse, mental health"
836,836,Medium,Gold,Married,37,"Surveyor, rural practice"
837,837,Medium,Platinum,Married,65,Ranger/warden
838,838,Medium,Platinum,Single,40,"Programmer, multimedia"
839,839,Medium,Platinum,Married,44,Energy engineer
840,840,High,Bronze,Married,51,Biomedical scientist
841,841,High,Gold,Married,46,"Engineer, materials"
842,842,Medium,Gold,Single,26,"Editor, magazine features"
843,843,Medium,Gold,Single,45,Public relations officer
844,844,Low,Bronze,Single,53,Metallurgist
845,845,Medium,Bronze,Single,64,"Embryologist, clinical"
846,846,High,Silver,Single,28,Product manager
847,847,Low,Platinum,Married,33,Television/film/video producer
848,848,Medium,Bronze,Married,59,Accommodation manager
849,849,Low,Bronze,Single,67,Tax adviser
850,850,Medium,Bronze,Married,52,"Engineer, structural"
851,851,High,Silver,Single,32,Health and safety inspector
852,852,Medium,Platinum,Married,60,Barista
853,853,Low,Platinum,Single,21,Data processing manager
854,854,Low,Silver,Single,50,Lawyer
855,855,High,Platinum,Married,63,"Development worker, international aid"
856,856,High,Gold,Single,32,"Teacher, secondary school"
857,857,Low,Platinum,Married,44,"Conservation officer, historic buildings"
858,858,High,Bronze,Single,68,Software engineer
859,859,Low,Silver,Single,63,Technical author
860,860,Medium,Silver,Married,40,Historic buildings inspector/conservation officer
861,861,High,Silver,Married,70,"Scientist, biomedical"
862,862,Medium,Bronze,Single,58,"Pilot, airline"
863,863,High,Platinum,Single,59,Planning and development surveyor
864,864,Medium,Platinum,Single,70,"Geologist, engineering"
865,865,High,Platinum,Single,69,"Teacher, adult education"
866,866,High,Gold,Single,61,Media buyer
867,867,Low,Platinum,Single,48,Careers adviser
868,868,Medium,Silver,Single,58,Physiotherapist
869,869,Low,Silver,Single,58,Herpetologist
870,870,Low,Gold,Single,33,Web designer
871,871,Low,Gold,Single,41,Sports coach
872,872,Medium,Gold,Married,67,"Editor, magazine features"
873,873,Low,Bronze,Married,65,"Teacher, early years/pre"
874,874,High,Silver,Married,51,Hospital pharmacist
875,875,Medium,Gold,Married,20,Environmental education officer
876,876,Low,Platinum,Married,63,Location manager
877,877,Low,Platinum,Single,50,Legal secretary
878,878,Low,Platinum,Single,32,Osteopath
879,879,High,Bronze,Single,44,IT sales professional
880,880,High,Platinum,Single,43,Careers information officer
881,881,Medium,Bronze,Married,55,English as a second language teacher
882,882,Low,Bronze,Single,70,Estate manager/land agent
883,883,Medium,Platinum,Married,64,Energy manager
884,884,High,Gold,Single,23,Publishing copy
885,885,Low,Bronze,Single,34,Air traffic controller
886,886,Medium,Platinum,Married,47,"Designer, multimedia"
887,887,High,Gold,Single,49,IT sales professional
888,888,High,Platinum,Single,46,Accommodation manager
889,889,High,Platinum,Married,33,"Engineer, electrical"
890,890,High,Platinum,Married,59,Telecommunications researcher
891,891,Medium,Platinum,Single,63,Information officer
892,892,Medium,Bronze,Single,57,Theatre director
893,893,Low,Platinum,Married,64,Ophthalmologist
894,894,Low,Bronze,Married,31,Bonds trader
895,895,Medium,Silver,Single,53,Gaffer
896,896,Low,Platinum,Single,65,"Lighting technician, broadcasting/film/video"
897,897,High,Platinum,Married,62,Science writer
898,898,High,Bronze,Married,36,"Designer, fashion/clothing"
899,899,Low,Bronze,Married,54,Planning and development surveyor
900,900,Low,Bronze,Single,41,"Scientist, marine"
901,901,Low,Silver,Married,54,Speech and language therapist
902,902,High,Silver,Single,38,"Geologist, wellsite"
903,903,Medium,Silver,Single,30,Event organiser
904,904,High,Platinum,Single,53,Financial manager
905,905,High,Gold,Single,63,"Surveyor, land/geomatics"
906,906,Medium,Gold,Single,20,Community pharmacist
907,907,Low,Silver,Single,23,Chief Strategy Officer
908,908,Low,Bronze,Single,64,Contracting civil engineer
909,909,Medium,Gold,Single,48,Phytotherapist
910,910,Medium,Bronze,Married,36,Pathologist
911,911,Low,Silver,Single,60,"Nurse, adult"
912,912,Medium,Gold,Married,65,"Teacher, special educational needs"
913,913,High,Silver,Married,21,Adult guidance worker
914,914,Low,Gold,Single,47,"Scientist, clinical (histocompatibility and immunogenetics)"
915,915,High,Gold,Married,34,Sports administrator
916,916,Low,Platinum,Single,46,Forensic psychologist
917,917,High,Gold,Single,52,Sales promotion account executive
918,918,High,Platinum,Married,55,Newspaper journalist
919,919,Medium,Gold,Single,22,Economist
920,920,Low,Silver,Married,52,Drilling engineer
921,921,Low,Gold,Single,65,"Engineer, agricultural"
922,922,Medium,Platinum,Single,69,Software engineer
923,923,High,Bronze,Married,29,Artist
924,924,Low,Bronze,Married,66,Product designer
925,925,Medium,Bronze,Married,34,Dance movement psychotherapist
926,926,High,Gold,Married,32,Newspaper journalist
927,927,Low,Platinum,Married,69,Theme park manager
928,928,Low,Platinum,Married,37,Bookseller
929,929,Low,Silver,Married,62,"Engineer, energy"
930,930,Low,Bronze,Married,68,Air traffic controller
931,931,Low,Bronze,Single,59,Tourism officer
932,932,High,Silver,Single,67,Engineering geologist
933,933,High,Gold,Single,63,Health visitor
934,934,Medium,Bronze,Single,58,Consulting civil engineer
935,935,High,Gold,Married,51,Clinical psychologist
936,936,High,Silver,Married,49,Higher education lecturer
937,937,Medium,Gold,Married,53,"Nurse, children's"
938,938,Low,Gold,Single,54,Fast food restaurant manager
939,939,Low,Platinum,Married,48,Careers information officer
940,940,High,Gold,Single,61,Diagnostic radiographer
941,941,Medium,Silver,Single,45,Dispensing optician
942,942,Low,Platinum,Single,58,"Solicitor, Scotland"
943,943,Medium,Silver,Married,33,Haematologist
944,944,Low,Platinum,Single,44,Editorial assistant
945,945,High,Gold,Married,70,Furniture designer
946,946,Medium,Bronze,Single,44,Health promotion specialist
947,947,Low,Bronze,Single,63,Haematologist
948,948,Low,Platinum,Married,69,"Conservation officer, nature"
949,949,High,Platinum,Married,38,"Scientist, research (life sciences)"
950,950,Low,Platinum,Married,38,Television camera operator
951,951,Low,Bronze,Single,70,Advertising copywriter
952,952,Medium,Silver,Single,25,Jewellery designer
953,953,High,Platinum,Single,42,"Journalist, newspaper"
954,954,Low,Bronze,Single,43,Lexicographer
955,955,Low,Bronze,Married,24,Housing manager/officer
956,956,High,Platinum,Single,58,"Scientist, audiological"
957,957,Medium,Bronze,Single,24,Financial controller
958,958,High,Gold,Single,57,"Lighting technician, broadcasting/film/video"
959,959,Medium,Bronze,Single,24,Retail merchandiser
960,960,Low,Bronze,Single,44,Air traffic controller
961,961,High,Bronze,Married,37,Operations geologist
962,962,Medium,Bronze,Single,63,"Engineer, structural"
963,963,Low,Silver,Single,41,Financial trader
964,964,Medium,Gold,Single,26,Sport and exercise psychologist
965,965,Medium,Bronze,Single,51,"Engineer, materials"
966,966,High,Bronze,Married,43,Contracting civil engineer
967,967,Low,Silver,Single,40,Stage manager
968,968,High,Gold,Married,66,Make
969,969,Low,Gold,Married,48,"Designer, fashion/clothing"
970,970,High,Gold,Married,33,"Engineer, drilling"
971,971,Medium,Silver,Single,38,Special educational needs teacher
972,972,Medium,Bronze,Single,61,"Loss adjuster, chartered"
973,973,High,Silver,Single,58,Optometrist
974,974,Low,Platinum,Married,55,"Nurse, learning disability"
975,975,High,Silver,Single,69,Recruitment consultant
976,976,Low,Platinum,Married,64,Print production planner
977,977,Low,Gold,Single,21,Dancer
978,978,Medium,Gold,Married,24,Forensic scientist
979,979,High,Platinum,Married,45,Company secretary
980,980,Medium,Platinum,Single,36,Waste management officer
981,981,Low,Silver,Single,50,Chartered legal executive (England and Wales)
982,982,Low,Silver,Single,59,Paramedic
983,983,Low,Silver,Single,22,"Programmer, systems"
984,984,High,Silver,Single,24,Paediatric nurse
985,985,Medium,Silver,Married,29,Photographer
986,986,Medium,Bronze,Single,32,"Designer, interior/spatial"
987,987,High,Bronze,Married,48,"Surveyor, commercial/residential"
988,988,Medium,Gold,Single,45,Actuary
989,989,High,Platinum,Single,39,Veterinary surgeon
990,990,High,Platinum,Married,63,"Psychologist, prison and probation services"
991,991,High,Bronze,Single,68,Publishing copy
992,992,High,Silver,Married,24,Race relations officer
993,993,High,Gold,Single,31,"Sound technician, broadcasting/film/video"
994,994,Medium,Platinum,Single,66,Community education officer
995,995,Medium,Bronze,Married,27,Financial controller
996,996,High,Gold,Married,23,Archivist
997,997,Medium,Platinum,Married,23,Arts administrator
998,998,Medium,Silver,Married,52,Bonds trader
999,999,High,Bronze,Single,19,Occupational therapist
1000,1000,Medium,Silver,Married,54,"Scientist, research (physical sciences)"
